Time,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/8/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/8/2020,Northeastern Massachusetts,EMS (Private),1520,6900,120,5000,0
5/8/2020,Northeastern Massachusetts,Local BOH,1600,2000,0,7000,0
5/8/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/8/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),18561,81155,6884,139832,0
5/8/2020,Northeastern Massachusetts,Total,152647,272113,28309,465232,117
5/8/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/8/2020,State agency,Hospital,0,0,0,0,0
5/8/2020,State agency,Community health center,0,0,0,0,0
5/8/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/8/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/8/2020,State agency,EMS (Private),0,0,0,0,0
5/8/2020,State agency,Local BOH,0,0,0,0,0
5/8/2020,State agency,State agency,61236,295202,50108,1913680,0
5/8/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/8/2020,State agency,Total,61236,295202,50108,1913680,0
5/9/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/9/2020,Massachusetts,Nursing home/Senior living,320085,714600,59389,613700,0
5/9/2020,Massachusetts,Hospital,219340,198400,29906,124500,675
5/9/2020,Massachusetts,Community health center,49310,85950,8089,70200,0
5/9/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",273588,348396,138072,1237050,0
5/9/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/9/2020,Massachusetts,EMS (Private),30640,32300,1668,35000,0
5/9/2020,Massachusetts,Local BOH,10725,21500,786,38000,0
5/9/2020,Massachusetts,State agency,67165,306554,52846,1957080,0
5/9/2020,Massachusetts,Other (e.g. home and pediatric care),171749,812398,71318,1690904,0
5/9/2020,Massachusetts,Total,1309927,2520098,362074,5766434,675
5/9/2020,Southeastern Massachusetts,Nursing home/Senior living,78380,158900,18246,202600,0
5/9/2020,Southeastern Massachusetts,Hospital,51500,42800,11240,47000,79
5/9/2020,Southeastern Massachusetts,Community health center,9030,17400,285,11200,0
5/9/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",52216,80855,32882,242420,0
5/9/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/9/2020,Southeastern Massachusetts,EMS (Private),3360,2600,186,8000,0
5/9/2020,Southeastern Massachusetts,Local BOH,320,2000,96,6000,0
5/9/2020,Southeastern Massachusetts,State agency,1720,1600,480,3800,0
5/9/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),44987,236730,23035,434700,0
5/9/2020,Southeastern Massachusetts,Total,279313,542885,86450,955720,79
5/9/2020,Metro West,Nursing home/Senior living,86750,165500,13680,119400,0
5/9/2020,Metro West,Hospital,48220,29400,4374,3200,136
5/9/2020,Metro West,Community health center,12140,14350,2154,6000,0
5/9/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",58712,77652,24148,153580,0
5/9/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/9/2020,Metro West,EMS (Private),7920,14600,240,0,0
5/9/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/9/2020,Metro West,State agency,2003,3800,1590,9500,0
5/9/2020,Metro West,Other (e.g. home and pediatric care),47731,221080,17841,356950,0
5/9/2020,Metro West,Total,307821,537882,64027,654630,136
5/9/2020,Western Massachusetts,Nursing home/Senior living,50480,126350,12522,81000,0
5/9/2020,Western Massachusetts,Hospital,33160,51500,4004,0,60
5/9/2020,Western Massachusetts,Community health center,6760,12100,1066,15400,0
5/9/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",49288,79797,27672,141680,0
5/9/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/9/2020,Western Massachusetts,EMS (Private),9040,6900,942,17000,0
5/9/2020,Western Massachusetts,Local BOH,2185,2000,300,5000,0
5/9/2020,Western Massachusetts,State agency,0,300,150,200,0
5/9/2020,Western Massachusetts,Other (e.g. home and pediatric care),22533,97500,9943,123750,0
5/9/2020,Western Massachusetts,Total,206461,376447,56599,384030,60
5/9/2020,Central Massachusetts,Nursing home/Senior living,44140,107000,5269,94800,0
5/9/2020,Central Massachusetts,Hospital,23120,11600,2466,2200,79
5/9/2020,Central Massachusetts,Community health center,9740,24100,1158,15600,0
5/9/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55735,50334,28099,224250,0
5/9/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/9/2020,Central Massachusetts,EMS (Private),3800,1300,180,5000,0
5/9/2020,Central Massachusetts,Local BOH,1340,3000,90,8000,0
5/9/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/9/2020,Central Massachusetts,Other (e.g. home and pediatric care),26683,119083,10288,483000,0
5/9/2020,Central Massachusetts,Total,179008,318717,47550,833250,79
5/9/2020,Metro Boston,Nursing home/Senior living,18030,50950,2766,35100,0
5/9/2020,Metro Boston,Hospital,34110,30300,5580,60500,204
5/9/2020,Metro Boston,Community health center,9960,14700,3030,17000,0
5/9/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31373,17200,12870,259120,0
5/9/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/9/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/9/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/9/2020,Metro Boston,State agency,1200,1050,108,17000,0
5/9/2020,Metro Boston,Other (e.g. home and pediatric care),10730,56400,3302,151472,0
5/9/2020,Metro Boston,Total,120578,171600,27956,546192,204
5/9/2020,Northeastern Massachusetts,Nursing home/Senior living,42305,105900,6906,80800,0
5/9/2020,Northeastern Massachusetts,Hospital,29230,32800,2242,11600,117
5/9/2020,Northeastern Massachusetts,Community health center,1680,3300,396,5000,0
5/9/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",26265,42558,12401,216000,0
5/9/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/9/2020,Northeastern Massachusetts,EMS (Private),1520,6900,120,5000,0
5/9/2020,Northeastern Massachusetts,Local BOH,1600,2000,0,7000,0
5/9/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/9/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),19085,81605,6909,141032,0
5/9/2020,Northeastern Massachusetts,Total,154505,275063,28974,466432,117
5/9/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/9/2020,State agency,Hospital,0,0,0,0,0
5/9/2020,State agency,Community health center,0,0,0,0,0
5/9/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/9/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/9/2020,State agency,EMS (Private),0,0,0,0,0
5/9/2020,State agency,Local BOH,0,0,0,0,0
5/9/2020,State agency,State agency,62242,297504,50518,1926180,0
5/9/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/9/2020,State agency,Total,62242,297504,50518,1926180,0
5/10/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/10/2020,Massachusetts,Nursing home/Senior living,328185,726600,59389,625500,0
5/10/2020,Massachusetts,Hospital,224340,202400,29906,124500,675
5/10/2020,Massachusetts,Community health center,59970,85950,8089,72200,0
5/10/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",273588,348396,138272,1237050,0
5/10/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/10/2020,Massachusetts,EMS (Private),30640,32300,1668,37000,0
5/10/2020,Massachusetts,Local BOH,10725,21500,786,38000,0
5/10/2020,Massachusetts,State agency,67415,316554,53246,1961280,0
5/10/2020,Massachusetts,Other (e.g. home and pediatric care),174779,820548,71898,1697848,0
5/10/2020,Massachusetts,Total,1336967,2554248,363254,5793378,675
5/10/2020,Southeastern Massachusetts,Nursing home/Senior living,82100,164900,18246,207000,0
5/10/2020,Southeastern Massachusetts,Hospital,53500,42800,11240,47000,79
5/10/2020,Southeastern Massachusetts,Community health center,9030,17400,285,11200,0
5/10/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",52216,80855,33082,242420,0
5/10/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/10/2020,Southeastern Massachusetts,EMS (Private),3360,2600,186,8000,0
5/10/2020,Southeastern Massachusetts,Local BOH,320,2000,96,6000,0
5/10/2020,Southeastern Massachusetts,State agency,1770,1600,480,4000,0
5/10/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),46197,240830,23485,437444,0
5/10/2020,Southeastern Massachusetts,Total,286293,552985,87100,963064,79
5/10/2020,Metro West,Nursing home/Senior living,89230,165500,13680,126800,0
5/10/2020,Metro West,Hospital,48220,29400,4374,3200,136
5/10/2020,Metro West,Community health center,22800,14350,2154,6000,0
5/10/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",58712,77652,24148,153580,0
5/10/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/10/2020,Metro West,EMS (Private),7920,14600,240,0,0
5/10/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/10/2020,Metro West,State agency,2003,3800,1590,9500,0
5/10/2020,Metro West,Other (e.g. home and pediatric care),48391,223080,17841,356950,0
5/10/2020,Metro West,Total,321621,539882,64027,662030,136
5/10/2020,Western Massachusetts,Nursing home/Senior living,51480,126350,12522,81000,0
5/10/2020,Western Massachusetts,Hospital,33160,51500,4004,0,60
5/10/2020,Western Massachusetts,Community health center,6760,12100,1066,15400,0
5/10/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",49288,79797,27672,141680,0
5/10/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/10/2020,Western Massachusetts,EMS (Private),9040,6900,942,19000,0
5/10/2020,Western Massachusetts,Local BOH,2185,2000,300,5000,0
5/10/2020,Western Massachusetts,State agency,0,300,150,200,0
5/10/2020,Western Massachusetts,Other (e.g. home and pediatric care),22533,97500,9953,123750,0
5/10/2020,Western Massachusetts,Total,207461,376447,56609,386030,60
5/10/2020,Central Massachusetts,Nursing home/Senior living,44140,107000,5269,94800,0
5/10/2020,Central Massachusetts,Hospital,23120,11600,2466,2200,79
5/10/2020,Central Massachusetts,Community health center,9740,24100,1158,15600,0
5/10/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55735,50334,28099,224250,0
5/10/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/10/2020,Central Massachusetts,EMS (Private),3800,1300,180,5000,0
5/10/2020,Central Massachusetts,Local BOH,1340,3000,90,8000,0
5/10/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/10/2020,Central Massachusetts,Other (e.g. home and pediatric care),26683,119133,10308,483000,0
5/10/2020,Central Massachusetts,Total,179008,318767,47570,833250,79
5/10/2020,Metro Boston,Nursing home/Senior living,18690,54950,2766,35100,0
5/10/2020,Metro Boston,Hospital,37110,34300,5580,60500,204
5/10/2020,Metro Boston,Community health center,9960,14700,3030,19000,0
5/10/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31373,17200,12870,259120,0
5/10/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/10/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/10/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/10/2020,Metro Boston,State agency,1200,1050,108,17000,0
5/10/2020,Metro Boston,Other (e.g. home and pediatric care),10730,56400,3302,151472,0
5/10/2020,Metro Boston,Total,124238,179600,27956,548192,204
5/10/2020,Northeastern Massachusetts,Nursing home/Senior living,42545,107900,6906,80800,0
5/10/2020,Northeastern Massachusetts,Hospital,29230,32800,2242,11600,117
5/10/2020,Northeastern Massachusetts,Community health center,1680,3300,396,5000,0
5/10/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",26265,42558,12401,216000,0
5/10/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/10/2020,Northeastern Massachusetts,EMS (Private),1520,6900,120,5000,0
5/10/2020,Northeastern Massachusetts,Local BOH,1600,2000,0,7000,0
5/10/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/10/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),20245,83605,7009,145232,0
5/10/2020,Northeastern Massachusetts,Total,155905,279063,29074,470632,117
5/10/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/10/2020,State agency,Hospital,0,0,0,0,0
5/10/2020,State agency,Community health center,0,0,0,0,0
5/10/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/10/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/10/2020,State agency,EMS (Private),0,0,0,0,0
5/10/2020,State agency,Local BOH,0,0,0,0,0
5/10/2020,State agency,State agency,62442,307504,50918,1930180,0
5/10/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/10/2020,State agency,Total,62442,307504,50918,1930180,0
5/11/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/11/2020,Massachusetts,Nursing home/Senior living,328745,728600,59389,631900,0
5/11/2020,Massachusetts,Hospital,224340,202400,29906,124500,675
5/11/2020,Massachusetts,Community health center,59970,85950,8089,72200,0
5/11/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",274088,348396,138272,1240250,0
5/11/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/11/2020,Massachusetts,EMS (Private),31640,34300,1668,37000,0
5/11/2020,Massachusetts,Local BOH,11545,25500,1086,46000,0
5/11/2020,Massachusetts,State agency,67415,316554,53246,1961280,0
5/11/2020,Massachusetts,Other (e.g. home and pediatric care),184879,854548,74218,1729648,0
5/11/2020,Massachusetts,Total,1349947,2596248,365874,5842778,675
5/11/2020,Southeastern Massachusetts,Nursing home/Senior living,82500,164900,18246,207000,0
5/11/2020,Southeastern Massachusetts,Hospital,53500,42800,11240,47000,79
5/11/2020,Southeastern Massachusetts,Community health center,9030,17400,285,11200,0
5/11/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",52716,80855,33082,245620,0
5/11/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/11/2020,Southeastern Massachusetts,EMS (Private),3360,2600,186,8000,0
5/11/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/11/2020,Southeastern Massachusetts,State agency,1770,1600,480,4000,0
5/11/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),46757,246830,23485,443844,0
5/11/2020,Southeastern Massachusetts,Total,288573,562985,87400,980664,79
5/11/2020,Metro West,Nursing home/Senior living,89230,165500,13680,126800,0
5/11/2020,Metro West,Hospital,48220,29400,4374,3200,136
5/11/2020,Metro West,Community health center,22800,14350,2154,6000,0
5/11/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",58712,77652,24148,153580,0
5/11/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/11/2020,Metro West,EMS (Private),8920,16600,240,0,0
5/11/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/11/2020,Metro West,State agency,2003,3800,1590,9500,0
5/11/2020,Metro West,Other (e.g. home and pediatric care),52891,229080,19341,362150,0
5/11/2020,Metro West,Total,327121,547882,65527,667230,136
5/11/2020,Western Massachusetts,Nursing home/Senior living,51480,126350,12522,81000,0
5/11/2020,Western Massachusetts,Hospital,33160,51500,4004,0,60
5/11/2020,Western Massachusetts,Community health center,6760,12100,1066,15400,0
5/11/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",49288,79797,27672,141680,0
5/11/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/11/2020,Western Massachusetts,EMS (Private),9040,6900,942,19000,0
5/11/2020,Western Massachusetts,Local BOH,2185,2000,300,5000,0
5/11/2020,Western Massachusetts,State agency,0,300,150,200,0
5/11/2020,Western Massachusetts,Other (e.g. home and pediatric care),24693,105500,9953,130150,0
5/11/2020,Western Massachusetts,Total,209621,384447,56609,392430,60
5/11/2020,Central Massachusetts,Nursing home/Senior living,44300,109000,5269,98000,0
5/11/2020,Central Massachusetts,Hospital,23120,11600,2466,2200,79
5/11/2020,Central Massachusetts,Community health center,9740,24100,1158,15600,0
5/11/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55735,50334,28099,224250,0
5/11/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/11/2020,Central Massachusetts,EMS (Private),3800,1300,180,5000,0
5/11/2020,Central Massachusetts,Local BOH,1340,3000,90,8000,0
5/11/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/11/2020,Central Massachusetts,Other (e.g. home and pediatric care),27843,125133,10328,489400,0
5/11/2020,Central Massachusetts,Total,180328,326767,47590,842850,79
5/11/2020,Metro Boston,Nursing home/Senior living,18690,54950,2766,35100,0
5/11/2020,Metro Boston,Hospital,37110,34300,5580,60500,204
5/11/2020,Metro Boston,Community health center,9960,14700,3030,19000,0
5/11/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31373,17200,12870,259120,0
5/11/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/11/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/11/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/11/2020,Metro Boston,State agency,1200,1050,108,17000,0
5/11/2020,Metro Boston,Other (e.g. home and pediatric care),11450,60400,3302,155672,0
5/11/2020,Metro Boston,Total,124958,183600,27956,552392,204
5/11/2020,Northeastern Massachusetts,Nursing home/Senior living,42545,107900,6906,84000,0
5/11/2020,Northeastern Massachusetts,Hospital,29230,32800,2242,11600,117
5/11/2020,Northeastern Massachusetts,Community health center,1680,3300,396,5000,0
5/11/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",26265,42558,12401,216000,0
5/11/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/11/2020,Northeastern Massachusetts,EMS (Private),1520,6900,120,5000,0
5/11/2020,Northeastern Massachusetts,Local BOH,1600,2000,0,7000,0
5/11/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/11/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),21245,87605,7809,148432,0
5/11/2020,Northeastern Massachusetts,Total,156905,283063,29874,477032,117
5/11/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/11/2020,State agency,Hospital,0,0,0,0,0
5/11/2020,State agency,Community health center,0,0,0,0,0
5/11/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/11/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/11/2020,State agency,EMS (Private),0,0,0,0,0
5/11/2020,State agency,Local BOH,0,0,0,0,0
5/11/2020,State agency,State agency,62442,307504,50918,1930180,0
5/11/2020,State agency,Other (e.g. home and pediatric care),0,0,0,0,0
5/11/2020,State agency,Total,62442,307504,50918,1930180,0
5/12/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/12/2020,Massachusetts,Nursing home/Senior living,330585,735100,64349,638100,0
5/12/2020,Massachusetts,Hospital,224340,202400,32306,134500,675
5/12/2020,Massachusetts,Community health center,59970,88050,8489,72600,0
5/12/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",283888,356796,139622,1258750,0
5/12/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/12/2020,Massachusetts,EMS (Private),32000,34300,1668,42200,0
5/12/2020,Massachusetts,Local BOH,11545,25500,1086,46000,0
5/12/2020,Massachusetts,State agency,71515,369804,72556,2051380,0
5/12/2020,Massachusetts,Other (e.g. home and pediatric care),188669,880398,78098,1761348,0
5/12/2020,Massachusetts,Total,1369837,2692348,398174,6004878,675
5/12/2020,Southeastern Massachusetts,Nursing home/Senior living,82500,165400,19366,209200,0
5/12/2020,Southeastern Massachusetts,Hospital,53500,42800,11240,47000,79
5/12/2020,Southeastern Massachusetts,Community health center,9030,17400,285,11200,0
5/12/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",53456,82855,33632,245620,0
5/12/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/12/2020,Southeastern Massachusetts,EMS (Private),3360,2600,186,8000,0
5/12/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/12/2020,Southeastern Massachusetts,State agency,1770,2100,800,10300,0
5/12/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),46937,251080,24845,453544,0
5/12/2020,Southeastern Massachusetts,Total,289493,570235,90750,998864,79
5/12/2020,Metro West,Nursing home/Senior living,89350,165500,14720,126800,0
5/12/2020,Metro West,Hospital,48220,29400,4374,3200,136
5/12/2020,Metro West,Community health center,22800,14350,2154,6000,0
5/12/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59780,80152,24248,163780,0
5/12/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/12/2020,Metro West,EMS (Private),8920,16600,240,0,0
5/12/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/12/2020,Metro West,State agency,2003,3800,1590,9500,0
5/12/2020,Metro West,Other (e.g. home and pediatric care),55141,236480,20121,370050,0
5/12/2020,Metro West,Total,330559,557782,67447,685330,136
5/12/2020,Western Massachusetts,Nursing home/Senior living,51600,128350,12922,81000,0
5/12/2020,Western Massachusetts,Hospital,33160,51500,4004,0,60
5/12/2020,Western Massachusetts,Community health center,6760,14100,1466,15400,0
5/12/2020,Western Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55418,79797,27672,141680,0
5/12/2020,Western Massachusetts,Public safety (30-day supply),33015,0,0,0,0
5/12/2020,Western Massachusetts,EMS (Private),9040,6900,942,19000,0
5/12/2020,Western Massachusetts,Local BOH,2185,2000,300,5000,0
5/12/2020,Western Massachusetts,State agency,0,300,150,200,0
5/12/2020,Western Massachusetts,Other (e.g. home and pediatric care),24693,106650,10003,130750,0
5/12/2020,Western Massachusetts,Total,215871,389597,57459,393030,60
5/12/2020,Central Massachusetts,Nursing home/Senior living,44540,111000,5269,98000,0
5/12/2020,Central Massachusetts,Hospital,23120,11600,4866,2200,79
5/12/2020,Central Massachusetts,Community health center,9740,24200,1158,16000,0
5/12/2020,Central Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",56795,50534,28099,224250,0
5/12/2020,Central Massachusetts,Public safety (30-day supply),14450,0,0,0,0
5/12/2020,Central Massachusetts,EMS (Private),3800,1300,180,5000,0
5/12/2020,Central Massachusetts,Local BOH,1340,3000,90,8000,0
5/12/2020,Central Massachusetts,State agency,0,2300,0,400,0
5/12/2020,Central Massachusetts,Other (e.g. home and pediatric care),28083,133133,10408,489400,0
5/12/2020,Central Massachusetts,Total,181868,337067,50070,843250,79
5/12/2020,Metro Boston,Nursing home/Senior living,19930,56950,4206,35100,0
5/12/2020,Metro Boston,Hospital,37110,34300,5580,70500,204
5/12/2020,Metro Boston,Community health center,9960,14700,3030,19000,0
5/12/2020,Metro Boston,"Local Municipalities (e.g. Fire, Police, Public EMS)",31676,19200,12870,261120,0
5/12/2020,Metro Boston,Public safety (30-day supply),6455,0,0,0,0
5/12/2020,Metro Boston,EMS (Private),5000,0,0,0,0
5/12/2020,Metro Boston,Local BOH,3720,1000,300,6000,0
5/12/2020,Metro Boston,State agency,1200,1050,108,17000,0
5/12/2020,Metro Boston,Other (e.g. home and pediatric care),12570,60400,4422,165872,0
5/12/2020,Metro Boston,Total,127621,187600,30516,574592,204
5/12/2020,Northeastern Massachusetts,Nursing home/Senior living,42665,107900,7866,88000,0
5/12/2020,Northeastern Massachusetts,Hospital,29230,32800,2242,11600,117
5/12/2020,Northeastern Massachusetts,Community health center,1680,3300,396,5000,0
5/12/2020,Northeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",26763,44258,13101,222300,0
5/12/2020,Northeastern Massachusetts,Public safety (30-day supply),32820,0,0,0,0
5/12/2020,Northeastern Massachusetts,EMS (Private),1880,6900,120,10200,0
5/12/2020,Northeastern Massachusetts,Local BOH,1600,2000,0,7000,0
5/12/2020,Northeastern Massachusetts,State agency,0,0,0,0,0
5/12/2020,Northeastern Massachusetts,Other (e.g. home and pediatric care),21245,90655,8059,151732,0
5/12/2020,Northeastern Massachusetts,Total,157883,287813,31784,495832,117
5/12/2020,State agency,Nursing home/Senior living,0,0,0,0,0
5/12/2020,State agency,Hospital,0,0,0,0,0
5/12/2020,State agency,Community health center,0,0,0,0,0
5/12/2020,State agency,"Local Municipalities (e.g. Fire, Police, Public EMS)",0,0,0,0,0
5/12/2020,State agency,Public safety (30-day supply),0,0,0,0,0
5/12/2020,State agency,EMS (Private),0,0,0,0,0
5/12/2020,State agency,Local BOH,0,0,0,0,0
5/12/2020,State agency,State agency,66542,360254,69908,2013980,0
5/12/2020,State agency,Other (e.g. home and pediatric care),0,2000,240,0,0
5/12/2020,State agency,Total,66542,362254,70148,2013980,0
5/13/2020,Region,Entity,N95s/KN95s,Masks,Gowns,Gloves,Ventilators
5/13/2020,Massachusetts,Nursing home/Senior living,332545,739100,66989,645500,0
5/13/2020,Massachusetts,Hospital,229840,202400,32306,134500,675
5/13/2020,Massachusetts,Community health center,60210,90050,8969,72600,0
5/13/2020,Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",287208,360546,141492,1283050,0
5/13/2020,Massachusetts,Public safety (30-day supply),167325,0,0,0,0
5/13/2020,Massachusetts,EMS (Private),32000,36300,2388,42200,0
5/13/2020,Massachusetts,Local BOH,12165,35100,1166,46000,0
5/13/2020,Massachusetts,State agency,71515,369854,72556,2051480,0
5/13/2020,Massachusetts,Other (e.g. home and pediatric care),192691,910798,85588,1807792,0
5/13/2020,Massachusetts,Total,1385499,2744148,411454,6083122,675
5/13/2020,Southeastern Massachusetts,Nursing home/Senior living,83860,165400,20326,209200,0
5/13/2020,Southeastern Massachusetts,Hospital,54500,42800,11240,47000,79
5/13/2020,Southeastern Massachusetts,Community health center,9030,17400,285,11200,0
5/13/2020,Southeastern Massachusetts,"Local Municipalities (e.g. Fire, Police, Public EMS)",55556,85355,34832,261620,0
5/13/2020,Southeastern Massachusetts,Public safety (30-day supply),37800,0,0,0,0
5/13/2020,Southeastern Massachusetts,EMS (Private),3360,2600,186,8000,0
5/13/2020,Southeastern Massachusetts,Local BOH,1140,6000,396,14000,0
5/13/2020,Southeastern Massachusetts,State agency,1770,2100,800,10300,0
5/13/2020,Southeastern Massachusetts,Other (e.g. home and pediatric care),47837,257480,25505,458988,0
5/13/2020,Southeastern Massachusetts,Total,294853,579135,93570,1020308,79
5/13/2020,Metro West,Nursing home/Senior living,89830,165500,15760,130000,0
5/13/2020,Metro West,Hospital,52220,29400,4374,3200,136
5/13/2020,Metro West,Community health center,22800,14350,2154,6000,0
5/13/2020,Metro West,"Local Municipalities (e.g. Fire, Police, Public EMS)",59780,80152,24248,164780,0
5/13/2020,Metro West,Public safety (30-day supply),42785,0,0,0,0
5/13/2020,Metro West,EMS (Private),8920,16600,240,0,0
5/13/2020,Metro West,Local BOH,1560,11500,0,6000,0
5/13/2020,Metro West,State agency,2003,3800,1590,9500,0
5/13/2020,Metro West,Other (e.g. home and pediatric care),56261,243430,22761,382150,0
5/13/2020,Metro West,Total,336159,564732,71127,701630,136
